"country","year","ihrfactor","growth","ipoil","aidgni","democ_dummy","lnpop","lnpcgdp","polity2"
"Jordan",1988,0.63200107,-5.247992,0,7.257362,0,14.89664,7.5988363,1
"Jordan",1989,0.75410503,-16.51074,0,7.031516,0,14.93262,7.4183843,6
"Jordan",1990,0.36954498,-2.657482,0,23.32856,0,14.96924,7.3914498,6
"Jordan",1991,0.87383058,-8.947317,0,24.51749,0,15.08105,7.2977182,6
"Jordan",1992,-0.00596123,12.84591,0,8.553529,0,15.13272,7.4185709,8
"Jordan",1993,0.3740719,-0.1375525,0,5.858511,0,15.17801,7.4171947,8
"Jordan",1994,0.12376118,0.974068,0,6.288271,0,15.2169,7.4268883,8
"Jordan",1995,-0.12044676,2.794444,0,8.373782,0,15.2494,7.4544491,8
"Jordan",1996,0.1290012,-0.9946922,0,7.648935,0,15.27993,7.4444527,8
"Jordan",1997,0.25196793,0.2175538,0,6.570304,0,15.31046,7.4466259,8
"Jordan",1998,-0.11806834,-0.0812732,0,5.291476,0,15.34099,7.4458129,8
"Jordan",1999,-0.12044676,-0.0455054,0,5.414311,0,15.37152,7.4453574,8
"Jordan",2000,-0.05788712,1.084116,0,6.546143,0,15.40205,7.4550399,8
"Jordan",2001,-0.05550871,1.265938,0,4.89424,0,15.43109,7.4737825,8
"Jordan",2002,-0.05550871,2.146531,0,5.587306,0,15.45864,7.4933529,8
"Jordan",2003,0.19480202,0.5062932,0,12.61482,0,15.48471,7.5063093,8
"Israel",1980,0.53079841,4.335924,0,4.24078,1,15.17083,9.4149231,19
"Israel",1981,0.18766676,3.07467,0,3.411623,1,15.19074,9.4452069,19
"Israel",1982,0.4318747,-0.0853989,0,3.596435,1,15.20953,9.4443519,19
"Israel",1983,0.4318747,1.644853,0,5.060294,1,15.22772,9.4606671,19
"Israel",1984,0.18156398,-0.4063686,0,5.042385,1,15.24079,9.4565948,19
"Israel",1985,0.48975371,1.63938,0,8.537364,1,15.25842,9.4728562,19
"Israel",1986,0.61185768,3.182632,0,6.760755,1,15.27389,9.5041862,19
"Israel",1987,-0.2495263,5.470329,0,3.641863,1,15.29004,9.5574459,19
"Israel",1988,-0.12742233,0.3474725,0,2.901038,1,15.30661,9.5609141,19
"Israel",1989,-0.37163027,-0.8276424,0,2.74285,1,15.32358,9.5526037,19
"Israel",1990,0.98427237,3.579968,0,2.676736,1,15.35453,9.5877777,19
"Israel",1991,0.74006444,1.410205,0,3.012272,1,15.4147,9.6017809,19
"Israel",1992,0.57366215,2.040203,0,3.20442,1,15.44925,9.6219777,19
"Israel",1993,0.3296139,2.788036,0,1.951481,1,15.47583,9.6494762,19
"Israel",1994,-0.2488132,4.198617,0,1.68177,1,15.50172,9.6906049,19
"Israel",1995,-0.50047989,4.236541,0,0.3872274,1,15.52841,9.7320976,19
"Israel",1996,-0.13194926,2.539816,0,2.278951,1,15.55457,9.7571783,19
"Israel",1997,-0.61956257,0.4506236,0,1.190098,1,15.57956,9.7616745,19
"Israel",1998,-0.49745861,0.9322402,0,1.061294,1,15.60242,9.7709539,19
"Israel",1999,-0.50285831,0.0650942,0,0.9049143,1,15.62789,9.7716045,20
"Israel",2000,-0.80947218,4.728868,0,0.7330241,1,15.65431,9.8178093,20
"Israel",2001,-0.93157615,-2.669627,0,0.1574354,1,15.67788,9.7907505,20
"Israel",2002,-1.1818869,-2.646187,0,0.7495012,1,15.69742,9.7639318,20
"Israel",2003,-1.1818869,-0.5545864,0,0.4113809,1,15.71583,9.7583664,20
"Saudi Arabia",1980,-0.19841452,0.8070517,1,0.0093851,0,16.05324,9.7051848,0
"Saudi Arabia",1981,0.05189621,-0.9927949,1,0.0159852,0,16.10906,9.6952074,0
"Saudi Arabia",1982,-0.0470275,-16.02137,1,0.0355941,0,16.16603,9.5205999,0
"Saudi Arabia",1983,-0.41706378,-13.28085,1,0.0307681,0,16.22278,9.378104,0
"Saudi Arabia",1984,-0.41706378,-8.315828,1,0.0275223,0,16.27823,9.2912842,0
"Saudi Arabia",1985,-0.47962341,-9.288119,1,0.0251047,0,16.33151,9.193802,0
"Saudi Arabia",1986,-0.23319674,-0.2209848,1,0.0320855,0,16.38337,9.1915896,0
"Saudi Arabia",1987,-0.97549804,-8.76414,1,0.0234415,0,16.43444,9.0998674,0
"Saudi Arabia",1988,-0.35751944,2.998942,1,0.0196848,0,16.48393,9.1294161,0
"Saudi Arabia",1989,-0.7284285,-4.556599,1,0.0345266,0,16.53119,9.0827792,0
"Saudi Arabia",1990,-0.60632453,3.61135,1,0.0320303,0,16.57571,9.1182559,0
"Saudi Arabia",1991,-0.48422056,5.770641,1,0.0286816,0,16.60674,9.1743587,0
"Saudi Arabia",1992,-0.47876065,1.333851,1,0.0353047,0,16.63873,9.1876091,0
"Saudi Arabia",1993,-0.72907137,-2.556195,1,0.0216228,0,16.66489,9.1617148,0
"Saudi Arabia",1994,-0.47962341,-1.933206,1,0.0124227,0,16.69104,9.1421933,0
"Saudi Arabia",1995,-0.9793821,-2.385891,1,0.0118752,0,16.7172,9.1180451,0
"Saudi Arabia",1996,-0.60172738,0.7149151,1,0.014564,0,16.74335,9.1251689,0
"Saudi Arabia",1997,-0.72993414,-0.0558905,1,0.0063715,0,16.76951,9.1246099,0
"Saudi Arabia",1998,-0.85727813,0.2090929,1,0.0170974,0,16.79537,9.1266986,0
"Saudi Arabia",1999,-0.85727813,-3.26906,1,0.0175873,0,16.82109,9.0934618,0
"Saudi Arabia",2000,-0.54440777,2.207172,1,0.0163765,0,16.84676,9.1152935,0
"Saudi Arabia",2001,-0.54440777,-2.106941,1,0.0148191,0,16.87352,9.0939989,0
"Saudi Arabia",2002,-0.54440777,-2.621096,1,0.0142352,0,16.90136,9.0674384,0
"Saudi Arabia",2003,-0.54440777,4.123411,1,0.0102027,0,16.93028,9.1123109,0
"Yemen",1991,-0.85426685,-9.702595,1,5.988317,0,16.41159,6.0368606,6
"Yemen",1992,-0.61410266,4.857788,1,4.758257,0,16.44408,6.0842955,7
"Yemen",1993,-0.73382821,0.7380669,1,6.95146,0,16.47661,6.0916492,8
"Yemen",1994,-1.3533124,-1.071216,1,5.214283,0,16.50879,6.0808792,8
"Yemen",1995,-0.60798985,8.561565,1,4.598072,0,16.53681,6.1630263,8
"Yemen",1996,-0.72620977,3.103454,1,4.796158,0,16.56491,6.1935891,8
"Yemen",1997,-1.3464071,4.952974,1,5.623384,0,16.59309,6.2419314,8
"Yemen",1998,-1.0999804,3.503927,1,6.028165,0,16.62135,6.2763707,8
"Yemen",1999,-0.48113906,-0.130879,1,6.555346,0,16.6497,6.275061,8
"Yemen",2000,-0.79099412,3.561404,1,3.066131,0,16.67812,6.2899376,8
"Yemen",2001,-0.70708568,1.582737,1,5.207745,0,16.70842,6.3041974,8
"Yemen",2002,-0.22104822,0.4758359,1,6.332182,0,16.73872,6.3124529,8
"Kuwait",1981,0.93639022,-23.294,1,0.0288173,0,14.18807,9.6909915,2
"Kuwait",1982,1.1805982,-16.5061,1,0.0213717,0,14.23705,9.5105946,2
"Kuwait",1983,0.43576877,5.678318,1,0.0199795,0,14.28088,9.5658243,2
"Kuwait",1984,0.31452757,1.243832,1,0.0167633,0,14.3196,9.578186,2
"Kuwait",1985,0.24808388,-7.419114,1,0.0161545,0,14.35317,9.5010985,2
"Kuwait",1986,0.25434635,3.776481,0,0.0195178,0,14.39828,9.5381675,0
"Kuwait",1987,0.13224238,3.40807,0,0.0122093,0,14.44305,9.5716808,0
"Kuwait",1988,0.50465708,-13.95456,0,0.0215,0,14.48743,9.4213862,0
"Kuwait",1989,0.3740719,20.36268,0,0.0113456,0,14.53237,9.606725,0
"Kuwait",1996,0.01235715,-7.428865,1,0.0068963,0,14.4542,9.8160423,3
"Kuwait",1997,0.4983946,-3.204666,1,0.001162,0,14.49861,9.7834707,3
"Kuwait",1998,0.37866905,0.76652,1,0.0191033,0,14.52207,9.7911063,3
"Kuwait",1999,0.62811701,-5.338806,1,0.0211124,0,14.56078,9.7362404,3
"Kuwait",2000,0.44424998,-0.0829995,1,0.0065183,0,14.59941,9.7354103,3
"Kuwait",2001,0.56635395,-4.723485,1,0.009304,0,14.63749,9.6870235,3
"Kuwait",2002,0.31690599,-2.955959,1,0.0120186,0,14.66349,9.6570178,3
"Kuwait",2003,0.31690599,7.07972,1,0.009806,0,14.68949,9.7254213,3
"Bahrain",1981,-0.05550871,-10.41296,1,4.156742,0,12.77422,9.2765204,0
"Bahrain",1982,-0.30495666,-12.74692,1,2.627881,0,12.83201,9.140163,0
"Bahrain",1983,-0.30495666,2.012226,1,6.084954,0,12.8739,9.1600855,0
"Bahrain",1984,-0.42706063,0.5362243,1,5.310367,0,12.91738,9.1654335,0
"Bahrain",1985,0.12835833,-8.718086,1,2.155288,0,12.95984,9.074216,0
"Bahrain",1986,0.00403563,-2.708654,1,3.636955,0,12.99907,9.0467558,0
"Bahrain",1987,-0.3675163,6.542266,1,0.0088664,0,13.03462,9.1101275,0
"Bahrain",1988,-0.24541233,3.606765,1,-0.080911,0,13.06685,9.1455598,0
"Bahrain",1989,-0.3675163,-2.919894,1,-0.0694578,0,13.10012,9.1159262,0
"Bahrain",1990,-0.3675163,1.531177,1,3.866428,0,13.12835,9.1311219,0
"Bahrain",1991,0.06659526,10.13522,1,0.9182097,0,13.13824,9.2276605,0
"Bahrain",1992,0.31690599,4.428748,1,1.383943,0,13.15966,9.2709951,0
"Bahrain",1993,0.01251683,9.086648,1,1.937224,0,13.19375,9.3579678,1
"Bahrain",1994,-0.11568992,-3.831688,1,0.8395405,0,13.23032,9.318897,1
"Bahrain",1995,-1.3525099,0.3275737,1,0.848815,0,13.2656,9.3221679,1
"Bahrain",1996,-0.97873923,0.2862604,1,1.349111,0,13.30302,9.3250262,1
"Bahrain",1997,-0.23693113,-0.3988597,1,1.505636,0,13.33747,9.3210299,1
"Bahrain",1998,-0.72756573,1.04168,1,0.7819356,0,13.3739,9.3313927,1
"Bahrain",1999,-0.4833578,2.233079,1,0.0629878,0,13.39392,9.3534775,1
"Bahrain",2000,-0.41857943,3.099701,1,0.6336635,0,13.41503,9.3840037,1
"Bahrain",2001,0.81666467,-2.040164,1,0.2351664,0,13.43565,9.4083647,2
"Bahrain",2002,0.43900996,3.00772,1,0.9746172,0,13.45575,9.4395193,3
"UAE",1980,0.67138044,14.58091,1,0.0134407,0,13.85761,10.746636,2
"UAE",1981,1.0608726,0.0597366,1,0.0019243,0,13.88504,10.747234,2
"UAE",1982,1.0608726,-13.26687,1,0.0153244,0,13.94126,10.604899,2
"UAE",1983,1.0608726,-10.52138,0,0.0147519,0,13.997,10.493729,2
"UAE",1984,1.0608726,-1.081407,0,0.0116311,0,14.05295,10.482856,2
"UAE",1985,1.4911663,-14.09346,0,0.0146209,0,14.13687,10.330946,2
"UAE",1986,1.4911663,-21.01709,0,0.1507757,0,14.16476,10.095007,2
"UAE",1987,0.87454368,0.4496731,0,0.4631092,0,14.22098,10.099494,2
"UAE",1988,0.50379431,-7.690644,0,-0.0478125,0,14.27673,10.019469,2
"UAE",1989,0.62589828,7.376862,0,-0.0202253,0,14.33252,10.090644,2
"UAE",1990,0.50379431,11.16629,0,0.0108933,0,14.38818,10.196501,2
"UAE",1991,0.74719969,-5.241451,0,-0.0204405,0,14.44412,10.142662,2
"UAE",1992,1.1196144,-2.902725,0,-0.0254125,0,14.50012,10.113206,2
"UAE",1993,1.3690623,-6.287429,0,-0.0265097,0,14.55602,10.048268,2
"UAE",1994,1.4911663,-3.331852,0,-0.0197019,0,14.61167,10.014382,2
"UAE",1995,1.1187516,-2.41883,0,0.0119978,0,14.69555,9.989896,2
"UAE",1996,0.87232495,6.558403,0,0.0131768,0,14.72779,10.053419,2
"UAE",1997,0.25656508,-4.099295,0,0.0033513,0,14.79082,10.011562,2
"UAE",1998,0.50077302,-5.111927,0,0.0079313,0,14.8572,9.9590897,2
"Oman",1980,0.05189621,0.4948263,1,2.932773,0,13.91173,8.4940715,0
"Oman",1981,0.31928441,11.02109,1,3.28578,0,13.96459,8.5986215,0
"Oman",1982,0.31928441,5.827881,0,1.788471,0,14.01742,8.6552652,0
"Oman",1983,0.44138837,10.94766,0,0.9158275,0,14.06768,8.7591536,0
"Oman",1984,0.44138837,11.63152,0,0.7751533,0,14.11219,8.8691869,0
"Oman",1985,0.74957811,9.794561,0,0.8059974,0,14.14984,8.9626277,0
"Oman",1986,0.87168208,-1.302811,0,1.157872,0,14.18278,8.9495139,0
"Oman",1987,0.74957811,-6.296458,1,0.2065603,0,14.2128,8.8844798,0
"Oman",1988,1.1250141,2.970658,1,0.0079507,0,14.24145,8.9137536,0
"Oman",1989,0.50315144,0.3565995,1,0.2230159,0,14.27058,8.9173132,0
"Oman",1990,1.2493368,4.162557,1,0.5956837,0,14.30225,8.9580958,0
"Oman",1991,1.0029101,0.836673,1,0.1042041,0,14.38196,8.9664278,1
"Oman",1992,0.58442031,-0.5677211,1,0.325793,0,14.45315,8.9607344,1
"Oman",1993,1.0029101,0.3205002,1,0.4357538,0,14.51762,8.9639342,1
"Oman",1994,0.2589435,0.6191301,1,0.8785752,0,14.54595,8.9701064,1
"Oman",1995,0.50077302,0.3481275,1,0.5002576,0,14.57398,8.9735817,1
"Oman",1996,0.33674916,1.100552,1,0.4148907,0,14.59162,8.9845271,1
"Oman",1997,0.33674916,2.292819,1,0.4210081,0,14.6291,9.0071964,1
"Oman",1998,0.50315144,0.5987837,1,0.3221188,0,14.64929,9.0131664,1
"Oman",1999,0.50315144,-2.223825,1,0.2657381,0,14.66907,8.9906771,1
"Oman",2000,0.39995166,2.688465,1,0.2381854,0,14.69514,9.0172067,1
"Oman",2001,0.56111392,6.300646,1,0.0082666,0,14.72296,9.078308,1
"Oman",2002,0.6441596,-2.332823,1,0.2062607,0,14.74689,9.0547032,2
"China",1980,-0.44786247,6.456393,0,0.0351328,0,20.70432,5.1537273,3
"China",1981,-0.5406834,3.861032,0,0.2472981,0,20.71713,5.1916109,3
"China",1982,-0.41944219,7.505085,0,0.2589353,0,20.73186,5.263979,3
"China",1983,-0.54154616,9.309072,0,0.2933643,0,20.74631,5.3529883,3
"China",1984,-0.5406834,13.69837,0,0.3101266,0,20.75943,5.481367,3
"China",1985,-0.11649248,11.96495,0,0.3074293,0,20.77305,5.5943827,3
"China",1986,-0.48200183,7.193686,0,0.3711553,0,20.78792,5.6638497,3
"China",1987,-0.60934582,9.82465,0,0.5154604,0,20.80396,5.7575646,3
"China",1988,-0.85355376,9.52234,0,0.6267649,0,20.82006,5.848523,3
"China",1989,-2.2170046,2.516143,0,0.6063812,0,20.83539,5.8733731,3
"China",1990,-1.7194647,2.288059,0,0.5729967,0,20.85006,5.8959958,3
"China",1991,-1.2258088,7.720157,0,0.5134584,0,20.86371,5.9703622,3
"China",1992,-1.5943394,12.80898,0,0.7167633,0,20.87596,6.0908881,3
"China",1993,-1.3440287,12.20265,0,0.7442985,0,20.88746,6.2060246,3
"China",1994,-1.9606513,11.33449,0,0.5809346,0,20.89876,6.3133935,3
"China",1995,-1.7103406,9.305906,0,0.5048847,0,20.90963,6.4023736,3
"China",1996,-1.5943394,8.457236,0,0.3292159,0,20.92011,6.4835595,3
"China",1997,-1.473038,7.692165,0,0.2315462,0,20.93034,6.557666,3
"China",1998,-1.6036232,6.770552,0,0.2642017,0,20.93994,6.6231781,3
"China",1999,-1.3533124,6.091988,0,0.2450491,0,20.94939,6.6823143,3
"China",2000,-1.4189596,7.237885,0,0.1624509,0,20.95647,6.7521939,3
"China",2001,-1.2907528,6.72197,0,0.1275907,0,20.96374,6.8172508,3
"China",2002,-1.4128568,7.576816,0,0.1174447,0,20.97044,6.8902857,3
"China",2003,-1.4128568,8.616308,0,0.0939984,0,20.97667,6.9729829,3
"Mongolia",1993,1.6085134,-4.493717,0,20.34328,1,14.60882,8.5515007,19
"Mongolia",1994,1.3620868,0.8023383,0,24.25977,1,14.62352,8.577178,19
"Mongolia",1995,0.99053485,-22.20942,0,17.5348,1,14.63749,8.495279,19
"Mongolia",1996,1.1126388,1.048887,0,17.22205,1,14.65031,8.5298784,20
"Mongolia",1997,0.94537377,2.790846,0,24.08999,1,14.66199,8.5808999,20
"Mongolia",1998,0.57382184,2.447916,0,20.95706,1,14.67252,8.6147938,20
"Mongolia",1999,0.6989471,2.251824,0,24.65874,1,14.6819,8.6388932,20
"Mongolia",2000,0.63940277,0.2269093,0,23.10957,1,14.69015,8.6886226,20
"Mongolia",2001,0.76150673,0.0516312,0,20.25171,1,14.69984,8.6727503,20
"Mongolia",2002,0.63178433,2.89248,0,17.70741,1,14.71099,8.6665827,20
"Mongolia",2003,0.54787588,4.3249,0,19.7359,1,14.72359,8.6660576,20
"Korea South",1980,-0.44786247,-3.012747,0,0.2216206,0,17.45635,8.0781119,2
"Korea South",1981,-0.54678618,4.520797,0,0.474083,0,17.47194,8.1223279,5
"Korea South",1982,-0.54678618,5.679471,0,0.0457236,0,17.4874,8.1775684,5
"Korea South",1983,-0.67499294,9.153924,0,0.009591,0,17.50214,8.2651572,5
"Korea South",1984,-0.1828527,6.775242,0,-0.0401459,0,17.51449,8.330713,5
"Korea South",1985,-0.48962027,5.75555,0,-0.0091527,0,17.52434,8.3866733,5
"Korea South",1986,-0.48962027,9.603602,0,-0.0158458,0,17.53356,8.4783734,5
"Korea South",1987,-0.49199869,10.05927,0,0.0080909,0,17.54301,8.5742221,11
"Korea South",1988,0.4899134,9.586822,0,0.0052209,0,17.55259,8.665769,16
"Korea South",1989,-0.25016917,5.724391,0,0.022437,0,17.56219,8.7214346,16
"Korea South",1990,-0.49659584,7.910104,0,0.0198718,0,17.57366,8.7975628,16
"Korea South",1991,-0.37227314,8.384373,0,0.0176947,0,17.58292,8.8780765,16
"Korea South",1992,-0.25016917,4.917882,0,-0.0008836,0,17.59201,8.9260843,16
"Korea South",1993,0.61574173,5.186995,0,-0.0113539,0,17.60097,8.9766538,16
"Korea South",1994,0.11900434,7.567226,0,-0.0270543,0,17.60994,9.0495996,16
"Korea South",1995,0.11900434,7.619522,0,0.01108,0,17.62424,9.1230315,16
"Korea South",1996,0.11900434,5.983301,0,-0.0267735,0,17.63377,9.1811428,16
"Korea South",1997,0.7378457,3.673975,0,-0.0310234,0,17.64315,9.2172236,16
"Korea South",1998,0.613523,-7.524571,0,-0.0148113,1,17.65037,9.1389966,18
"Korea South",1999,0.49141903,8.711273,0,-0.0124931,1,17.65748,9.2225219,18
"Korea South",2000,0.55397867,7.583817,0,-0.0388474,1,17.66583,9.2956223,18
"Korea South",2001,0.55397867,3.101912,0,-0.0231002,1,17.67293,9.3261695,18
"Korea South",2002,-0.06788398,6.303427,0,-0.0149263,1,17.67918,9.3872967,18
"Korea South",2003,0.55397867,2.484506,0,-0.0755108,1,17.68487,9.4121107,18
"India",1980,-0.33899655,4.312866,0,1.201957,1,20.34833,5.4028981,18
"India",1981,-0.43792026,4.016992,0,1.052432,1,20.37061,5.4422822,18
"India",1982,-0.68212819,1.404595,0,0.84534,1,20.39257,5.4562301,18
"India",1983,-0.3097135,4.795844,0,0.8690485,1,20.41412,5.5030741,18
"India",1984,-0.43181747,1.95671,0,0.8135493,1,20.43515,5.5224524,18
"India",1985,-0.74382507,3.493922,0,0.7038947,1,20.45558,5.5567952,18
"India",1986,-0.74080378,2.591487,0,0.8241392,1,20.47723,5.5823799,18
"India",1987,-1.2405625,2.077246,0,0.6274288,1,20.49847,5.6029395,18
"India",1988,-1.3626664,7.58179,0,0.6789647,1,20.51942,5.6760207,18
"India",1989,-1.3626664,4.275948,0,0.6161008,1,20.53999,5.7178911,18
"India",1990,-1.2405625,3.693892,0,0.4497232,1,20.56018,5.7541641,18
"India",1991,-1.6044959,-1.074638,0,1.043949,1,20.58001,5.7433599,18
"India",1992,-1.8548067,3.329006,0,1.010877,1,20.59863,5.7761078,18
"India",1993,-2.1042546,2.945207,0,0.5398714,1,20.61716,5.8051344,18
"India",1994,-2.1042546,5.542727,0,0.7299351,1,20.6352,5.8590799,18
"India",1995,-2.1003706,5.74234,0,0.4953898,1,20.65304,5.9149153,19
"India",1996,-2.1012333,5.518026,0,0.4972327,1,20.67067,5.9686267,19
"India",1997,-1.6044959,2.674223,0,0.4057777,1,20.68808,5.9950177,19
"India",1998,-1.4847704,4.179418,0,0.3923398,1,20.70529,6.0359622,19
"India",1999,-1.2344597,5.32359,0,0.3363189,1,20.72228,6.0878294,19
"India",2000,-1.0536801,2.212204,0,0.327432,1,20.73906,6.1097104,19
"India",2001,-1.1757841,3.466375,0,0.3621589,1,20.75522,6.1437868,19
"India",2002,-1.1757841,2.4,0,0.2890123,1,20.77076,6.168344,19
"India",2003,-1.0536801,7.1,0,0.1576776,1,20.78568,6.2359912,19
"Bhutan",1981,0.27385216,7.920394,0,8.200228,0,13.11737,5.6508222,2
"Bhutan",1982,0.52205563,3.177318,0,8.910689,0,13.13737,5.6821008,2
"Bhutan",1983,0.52205563,6.202017,0,9.83974,0,13.15779,5.7422738,2
"Bhutan",1984,0.6441596,5.169737,0,11.83467,0,13.177,5.7926791,2
"Bhutan",1985,1.0744533,1.242825,0,15.19906,0,13.19664,5.8050307,2
"Bhutan",1986,1.0744533,7.679169,0,21.45674,0,13.21742,5.8790168,2
"Bhutan",1987,0.70414586,15.89672,0,17.0543,0,13.24,6.0265462,2
"Bhutan",1988,1.0744533,-1.196924,0,16.18449,0,13.26209,6.0145046,2
"Bhutan",1989,0.95234934,2.01234,0,16.25169,0,13.28372,6.0344282,2
"Bhutan",1990,0.2600283,5.45974,0,17.6407,0,13.30487,6.0875874,2
"Bhutan",1991,-1.1062429,0.7497476,0,28.1716,0,13.33428,6.0950569,2
"Bhutan",1992,-1.717959,1.314253,0,25.48919,0,13.36366,6.1081138,2
"Bhutan",1993,-1.2227273,2.818181,0,30.42389,0,13.39306,6.1359057,2
"Bhutan",1994,-0.97851933,4.957115,0,29.00316,0,13.42247,6.1842874,2
"Bhutan",1995,-0.16675305,3.741651,0,26.30064,0,13.45187,6.2210209,2
"Bhutan",1996,0.26520597,2.431383,0,19.47987,0,13.48125,6.2450438,2
"Bhutan",1997,0.1353339,4.660173,0,19.14157,0,13.51061,6.2905924,2
"Bhutan",1998,0.26196479,3.978827,0,16.09707,0,13.53996,6.3296095,2
"Bhutan",1999,0.2589435,3.906684,0,17.89804,0,13.56929,6.3679324,2
"Bhutan",2000,0.20242046,3.909627,0,12.446,0,13.5986,6.4062839,2
"Bhutan",2001,0.4466284,4.014667,0,12.63705,0,13.62689,6.4456455,2
"Bhutan",2002,0.44511274,3.809406,0,13.71897,0,13.65418,6.483032,2
"Bhutan",2003,0.6945607,3.933382,0,13.17566,0,13.68045,6.5216119,2
"Pakistan",1980,-0.32813692,7.050036,0,4.621305,0,18.2311,5.7912615,3
"Pakistan",1981,-1.0436833,4.920565,0,2.708115,0,18.25929,5.8392948,3
"Pakistan",1982,-0.92768208,3.686119,0,2.763463,0,18.28642,5.8754927,3
"Pakistan",1983,-0.67737136,3.930678,0,2.28931,0,18.31345,5.9140466,3
"Pakistan",1984,-0.79337254,2.273149,0,2.139483,0,18.34039,5.9365236,3
"Pakistan",1985,-0.98247361,4.743105,0,2.285517,0,18.36722,5.9828642,6
"Pakistan",1986,-0.48962027,2.727997,0,2.795182,0,18.39386,6.0097788,6
"Pakistan",1987,-0.48962027,3.683979,0,2.312238,0,18.42021,6.045956,6
"Pakistan",1988,-0.37449187,4.826415,0,3.377564,1,18.44656,6.0930918,18
"Pakistan",1989,-0.61869981,2.319912,0,3.473894,1,18.47204,6.1160259,18
"Pakistan",1990,-1.1108401,1.841266,0,2.705744,1,18.49741,6.134271,18
"Pakistan",1991,-1.1084616,2.429138,0,2.947265,1,18.52279,6.158272,18
"Pakistan",1992,-1.3579096,5.038961,0,2.063545,1,18.54786,6.2074332,18
"Pakistan",1993,-1.4761295,-0.7609375,0,1.938512,1,18.57292,6.1997947,18
"Pakistan",1994,-1.6043363,1.167747,0,3.086107,1,18.59801,6.2114046,18
"Pakistan",1995,-2.0988549,2.412542,0,1.3484,1,18.6226,6.2352435,18
"Pakistan",1996,-1.4800136,2.309309,0,1.400889,1,18.6471,6.258074,18
"Pakistan",1997,-1.4761295,-1.382021,0,0.9627382,1,18.67111,6.2441574,17
"Pakistan",1998,-1.6043363,0.1149643,0,1.708757,1,18.69514,6.2453064,17
"Pakistan",1999,-1.976751,1.193023,0,1.174072,0,18.71923,6.2571661,4
"Pakistan",2000,-1.0428205,1.775907,0,0.9843713,0,18.74334,6.2747692,4
"Pakistan",2001,-1.1710273,-0.5668867,0,2.809873,0,18.76746,6.2690844,4
"Pakistan",2002,-1.1710273,0.7598647,0,3.090837,0,18.79157,6.2766542,5
"Pakistan",2003,-1.1710273,2.644418,0,1.333464,0,18.81568,6.3008614,5
"Bangladesh",1980,-0.08868582,-1.655929,0,7.328832,0,18.2633,5.4439347,6
"Bangladesh",1981,0.06421684,1.22001,0,5.4936,0,18.28849,5.456061,6
"Bangladesh",1982,-0.42706063,-0.1949837,0,7.279759,0,18.31393,5.4541093,3
"Bangladesh",1983,-0.42706063,1.383332,0,5.910792,0,18.33957,5.4678475,3
"Bangladesh",1984,-0.30581943,2.505716,0,5.886508,0,18.36533,5.4925959,3
"Bangladesh",1985,-0.24017231,0.5950405,0,5.135435,0,18.39112,5.4985288,3
"Bangladesh",1986,-0.86813775,1.602369,0,6.606175,0,18.41683,5.5144254,5
"Bangladesh",1987,-0.73906823,1.119852,0,7.345713,0,18.44234,5.5255617,5
"Bangladesh",1988,-0.48962027,-0.3796321,0,6.149938,0,18.4675,5.5217581,5
"Bangladesh",1989,-0.24779075,0.1109874,0,6.574415,0,18.49218,5.5228675,5
"Bangladesh",1990,-1.1114829,3.425108,0,6.811654,0,18.51622,5.556545,5
"Bangladesh",1991,-0.7460438,1.523866,0,5.949552,0,18.53394,5.5716687,16
"Bangladesh",1992,-1.3626664,3.205392,0,5.605318,0,18.55155,5.6032197,16
"Bangladesh",1993,-0.49421742,2.756388,0,4.02774,0,18.56909,5.6304107,16
"Bangladesh",1994,-0.49199869,2.279152,0,5.031147,0,18.58659,5.6529463,16
"Bangladesh",1995,-0.98485203,3.105463,0,3.305337,0,18.60409,5.6835284,16
"Bangladesh",1996,-1.2343,2.810818,0,2.952659,0,18.62155,5.7112489,16
"Bangladesh",1997,-1.112196,3.566371,0,2.313481,0,18.63898,5.7462914,16
"Bangladesh",1998,-0.98398926,3.412319,0,2.543997,0,18.65638,5.7798453,16
"Bangladesh",1999,-0.86274806,3.06339,0,2.55533,0,18.67375,5.8100191,16
"Bangladesh",2000,-0.55154302,4.123385,0,2.394611,0,18.69109,5.8504256,16
"Bangladesh",2001,-0.55764581,3.461971,0,2.117657,0,18.70845,5.8844596,16
"Bangladesh",2002,-0.80099098,2.615955,0,1.834805,0,18.72584,5.9102827,16
"Bangladesh",2003,-0.92309495,3.439423,0,2.543806,0,18.74324,5.9440988,16
"Sri Lanka",1980,0.66052082,4.341371,0,9.746028,0,16.49674,6.100744,16
"Sri Lanka",1981,0.30604636,4.291377,0,8.732409,0,16.51015,6.1427625,16
"Sri Lanka",1982,0.06183843,2.847245,0,8.623763,0,16.52266,6.1708372,15
"Sri Lanka",1983,-1.1795085,3.605193,0,9.155965,0,16.53425,6.2062543,15
"Sri Lanka",1984,-1.4237164,3.981245,0,7.782345,0,16.54495,6.2452948,15
"Sri Lanka",1985,-1.60838,3.976679,0,7.866191,0,16.55474,6.2842912,15
"Sri Lanka",1986,-1.486276,3.332441,0,8.589355,0,16.56459,6.3170724,15
"Sri Lanka",1987,-1.60838,0.7216948,0,7.170009,0,16.57451,6.3242634,15
"Sri Lanka",1988,-1.609736,1.454866,0,9.118777,0,16.58449,6.3387073,15
